Trade,Origin region,Destination region,Origin country,district,req ETD wk ,Cust. Code,Carrier (Std),Contract #,BR:1st Vessel,BR:1st Voyage #,Bkg Party # ,TMS #,Booking Status,Exception?,BR:PRE,BR:POL,BR:POD,BR:DEL,Move Type,BR:Req. ETD,BC:ETD POL,BR:Eqp.,BR:Eqp. Cnt,BC:Eqp.,BC:Eqp. Cnt,BC:Release Date,BC:Version,BR:Req. FEU,BC:Conf. FEU,BC: CY Cut-off Date,BC: CY Cut-off Time,BC: VGM Cut-off Date,BC: VGM Cut-off Time,BC: SI Cut-off Date,BC: SI Cut-off Time,BC:1st ETD POL,BC:1st ETA POD,BC:1st Release Date,BC:Released,BR:2nd Vessel,BR:2nd Voyage #,Consignee,Region,Bkg Type,Shipper Bkg Linked?,CRD,Date between BR creattion / ETD req,Check,x4,x5,x6,x7,x8,x9
AP > NA,AP,NA,CN,CN S.,32,BBY,HDMU,CA235001,ONE ALTAIR,0061E,HKGM44665300,186146292,Canceled by carrier,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,10-Aug,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,Best Buy,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,BBY,YMLU,Y25-500,YM TROPHY,008E,YMCEXG251704,186177464,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,10-Aug,09-Aug,40GPx1,1,40GPx1,1,27-Jul,1,1,1,,,,,,,09-Aug,,27-Jul,Yes,,,Best Buy,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NIK,HDMU,CA235001,YM TROPHY,008E,NBOZ96952600,186234807,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,10-Aug,09-Aug,40HCx6,6,40HCx6,6,17-Jul,1,6.75,6.75,,,,,,,09-Aug,,17-Jul,Yes,,,Nike,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NIK,YMLU,Y25-500,YM TROPHY,008E,YMCEXG251793,186235341,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,10-Aug,09-Aug,40HCx6,6,40HCx6,6,27-Jul,1,6.75,6.75,,,,,,,09-Aug,,27-Jul,Yes,,,Nike,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,BBY,MSCU,25-970GA,DALI,331N,177UGLGLN31875A,186235435,Canceled by carrier,N,CNNGB,CNNGB,USLAX,USLAX,CYP/CYP,10-Aug,,40HCx9,9,,,,,10.125,,,,,,,,,,,No,,,Best Buy,Ningbo,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,NEW,CMDU,89-0000,CMA CGM ADONIS,1TU28E1MA,SHZ5646109,186255777,Confirmed,N,CNYTN,CNYTN,USLAX,USKCK,CYP/CYP,10-Aug,10-Aug,"20GPx1, 40HCx1",2,"20GPx1, 40HCx1",2,20-Jul,2,1.625,1.625,,,,,,,10-Aug,25-Aug,20-Jul,Yes,,,Newell Brands Distribution,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,DEC,EGLV,D900070,COSCO SHIPPING DENALI,033E,Received,186264266,Pending,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Decathlon,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,DEC,EGLV,D900070,COSCO SHIPPING DENALI,033E,Received,186264268,Pending,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Decathlon,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,HOD,EGLV,D900070,COSCO SHIPPING DENALI,033E,Received,186264279,Pending,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Home Depot,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,NIK,OOLU,PE2508,COSCO SHIPPING DENALI,033E,2141950200,186320382,Canceled by carrier,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,,20GPx1,1,,,,,0.5,,,,,,,,,,,No,,,Nike,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,NEW,CMDU,89-0000,CMA CGM ADONIS,1TU28E1MA,SHZ5648145,186321727,Confirmed,Y,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,10-Aug,10-Aug,40HCx1,1,40GPx1,1,19-Jul,1,1.125,1,,,,,,,10-Aug,25-Aug,19-Jul,Yes,,,Newell Brands Distribution,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,NEW,CMDU,89-0000,CMA CGM ADONIS,1TU28E1MA,SHZ5648236,186323375,Confirmed,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,10-Aug,10-Aug,40HCx1,1,40HCx1,1,18-Jul,1,1.125,1.125,,,,,,,10-Aug,25-Aug,18-Jul,Yes,,,Newell Brands Distribution,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,32,NEW,CMDU,89-0000,,,TBD,186325915,Pending,N,VNSGN,VNSGN,USLAX,USLAX,CYP/CYP,10-Aug,,20GPx1,1,,,,,0.5,,,,,,,,,,,No,,,Newell Brands Distribution,Vietnam,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NEW,MSCU,25-970GA,,,TBD,186330669,Pending,N,CNNGB,CNNGB,USLAX,USKTO,CYP/CYP,10-Aug,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Newell Brands Distribution,Ningbo,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NIK,HDMU,CA235001,SEASPAN YANGTZE,0026E,HDMUSHAZ54988000,186334975,Confirmed,N,CNSHA,CNSHA,CAVAN,CAMTR,CYP/CYP,10-Aug,10-Aug,40HCx2,2,40HCx2,2,19-Jul,1,2.25,2.25,,,,,,,10-Aug,,19-Jul,Yes,,,Nike,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NIK,HDMU,CA235001,SEASPAN YANGTZE,0026E,HDMUSHAZ54872700,186335061,Confirmed,N,CNSHA,CNSHA,CAVAN,CAEDM,CYP/CYP,10-Aug,11-Aug,40HCx2,2,40HCx2,2,28-Jul,2,2.25,2.25,,,,,,,10-Aug,,21-Jul,Yes,,,Nike,Shanghai,Bkg Agnt,Yes,,,-7,,,,,,
AP > NA,AP,NA,CN,CN E.,32,BBY,HDMU,CA235001,SEASPAN YANGTZE,0026E,HDMUSHAZ55021600,186335157,Confirmed,N,CNSHA,CNSHA,CAVAN,CATOR,CYP/CYP,10-Aug,11-Aug,40HCx2,2,40HCx2,2,28-Jul,2,2.25,2.25,,,,,,,10-Aug,,19-Jul,Yes,,,Best Buy,Shanghai,Bkg Agnt,Yes,,,-9,,,,,,
AP > NA,AP,NA,CN,CN S.,32,NEW,CMDU,89-0000,CMA CGM ADONIS,1TU28E1MA,SHZ5651250,186397453,Confirmed,Y,CNYTN,CNYTN,USLAX,USKCK,CYP/CYP,10-Aug,10-Aug,20GPx1,1,"20GPx1, 40HCx1",2,20-Jul,1,0.5,1.625,,,,,,,10-Aug,25-Aug,20-Jul,Yes,,,Newell Brands Distribution,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,32,NEW,CMDU,89-0000,CMA CGM HERMES,1TU2GE1MA,SGN1897012,186423568,Confirmed,Y,VNSGN,VNVUT,USLAX,USLAX,CYP/CYP,10-Aug,20-Aug,40GPx1,1,40GPx1,1,27-Jul,3,1,1,,,,,,,13-Aug,01-Sep,20-Jul,Yes,,,Newell Brands Distribution,Vietnam,Direct,Yes,,,-7,,,,,,
AP > NA,AP,NA,CN,CN S.,32,COS,COSU,SSM25008,COSCO SHIPPING DENALI,033E,6361714320,186479445,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,11-Aug,40HCx1,1,40HCx1,1,02-Aug,3,1.125,1.125,,,,,,,10-Aug,24-Aug,21-Jul,Yes,,,Costco,S.China,Direct,Yes,,,-12,,,,,,
AP > NA,AP,NA,CN,CN S.,32,TRI,COSU,SSM25008,COSCO SHIPPING DENALI,033E,6361713520,186479448,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,11-Aug,40GPx1,1,40GPx1,1,01-Aug,2,1,1,,,,,,,10-Aug,24-Aug,21-Jul,Yes,,,Triumph,S.China,Direct,Yes,,,-11,,,,,,
AP > NA,AP,NA,CN,CN S.,32,TRI,COSU,SSM25008,COSCO SHIPPING DENALI,033E,6361711960,186479450,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,11-Aug,40GPx1,1,40GPx1,1,01-Aug,2,1,1,,,,,,,10-Aug,24-Aug,21-Jul,Yes,,,Triumph,S.China,Direct,Yes,,,-11,,,,,,
AP > NA,AP,NA,CN,CN S.,32,TRI,COSU,SSM25008,COSCO SHIPPING DENALI,033E,6361711380,186479451,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,11-Aug,40GPx1,1,40GPx1,1,01-Aug,2,1,1,,,,,,,10-Aug,24-Aug,21-Jul,Yes,,,Triumph,S.China,Direct,Yes,,,-11,,,,,,
AP > NA,AP,NA,CN,CN S.,32,COS,COSU,SSM25008,COSCO SHIPPING DENALI,033E,6361713350,186479612,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,11-Aug,40HCx1,1,40HCx1,1,01-Aug,2,1.125,1.125,,,,,,,10-Aug,24-Aug,21-Jul,Yes,,,Costco,S.China,Direct,Yes,,,-11,,,,,,
AP > NA,AP,NA,CN,CN S.,32,LEN,COSU,SSM25008,COSCO SHIPPING DENALI,033E,6361713070,186479613,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,11-Aug,40HCx1,1,40HCx1,1,01-Aug,2,1.125,1.125,,,,,,,10-Aug,24-Aug,21-Jul,Yes,,,Lenovo,S.China,Direct,Yes,,,-11,,,,,,
AP > NA,AP,NA,CN,CN S.,32,LEN,COSU,SSM25008,COSCO SHIPPING DENALI,033E,6361710270,186479616,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,11-Aug,40HCx1,1,40HCx1,1,01-Aug,2,1.125,1.125,,,,,,,10-Aug,24-Aug,21-Jul,Yes,,,Lenovo,S.China,Direct,Yes,,,-11,,,,,,
AP > NA,AP,NA,CN,CN S.,32,LEN,COSU,SSM25008,COSCO SHIPPING DENALI,033E,6361711740,186479619,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,11-Aug,40HCx1,1,40HCx1,1,01-Aug,2,1.125,1.125,,,,,,,10-Aug,24-Aug,21-Jul,Yes,,,Lenovo,S.China,Direct,Yes,,,-11,,,,,,
AP > NA,AP,NA,CN,CN S.,32,COS,COSU,SSM25008,COSCO SHIPPING DENALI,033E,6361710030,186479621,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,11-Aug,40HCx1,1,40HCx1,1,01-Aug,2,1.125,1.125,,,,,,,10-Aug,24-Aug,21-Jul,Yes,,,Costco,S.China,Direct,Yes,,,-11,,,,,,
AP > NA,AP,NA,CN,CN S.,32,DEC,COSU,SSM25008,COSCO SHIPPING DENALI,033E,6361711540,186479623,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,11-Aug,45HCx1,1,45HCx1,1,01-Aug,2,1.265,1.265,,,,,,,10-Aug,24-Aug,21-Jul,Yes,,,Decathlon,S.China,Direct,Yes,,,-11,,,,,,
AP > NA,AP,NA,CN,CN S.,32,DEC,COSU,SSM25008,COSCO SHIPPING DENALI,033E,6361713870,186479636,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,11-Aug,40HCx1,1,40HCx1,1,01-Aug,2,1.125,1.125,,,,,,,10-Aug,24-Aug,21-Jul,Yes,,,Decathlon,S.China,Direct,Yes,,,-11,,,,,,
AP > NA,AP,NA,CN,CN S.,32,WAL,COSU,SSM25008,COSCO SHIPPING DENALI,033E,6361713990,186479643,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,11-Aug,45HCx1,1,45HCx1,1,01-Aug,2,1.265,1.265,,,,,,,10-Aug,24-Aug,21-Jul,Yes,,,Walmart,S.China,Direct,Yes,,,-11,,,,,,
AP > NA,AP,NA,CN,CN S.,32,WAL,COSU,SSM25008,COSCO SHIPPING DENALI,033E,6361714430,186479655,Confirmed,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,11-Aug,45HCx1,1,45HCx1,1,01-Aug,2,1.265,1.265,,,,,,,10-Aug,24-Aug,21-Jul,Yes,,,Walmart,S.China,Direct,Yes,,,-11,,,,,,
AP > NA,AP,NA,CN,CN S.,32,BBY,COSU,HOI23500,COSCO SHIPPING DENALI,033E,6361731610,186511148,Pending,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,,40HCx12,12,,,,2,13.5,,,,,,,,,,,Yes,,,Best Buy,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,BBY,COSU,HOI23500,COSCO SHIPPING DENALI,033E,6361736820,186513541,Pending,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,,40HCx6,6,,,,2,6.75,,,,,,,,,,,Yes,,,Best Buy,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NIK,MSCU,25-970GA,MAERSK ALGOL,331N,177UGLGLN31897A,186526657,Pending,N,CNNGB,CNNGB,USLAX,USLAX,CYP/CYP,10-Aug,,40GPx1,1,,,,1,1,,,,,,,,,,,Yes,,,Nike,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NIK,HDMU,CA235001,YM TROPHY,008E,NBOZ62869600,186526744,Pending,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,10-Aug,,40GPx9,9,,,,1,9,,,,,,,,,,,Yes,,,Nike,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,BBY,COSU,HOI23500,COSCO SHIPPING DENALI,033E,6361773760,186535715,Pending,N,CNYTN,CNYTN,USLGB,USLGB,CYP/CYP,10-Aug,,40HCx1,1,,,,3,1.125,,,,,,,,,,,Yes,,,Best Buy,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NEW,CMDU,89-0000,COSCO EUROPE,092E,CHN0455244,186572968,Pending,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,10-Aug,,40HCx1,1,,,,1,1.125,,,,,,,,,,,Yes,,,Newell Brands Distribution,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NEW,CMDU,89-0000,COSCO EUROPE,092E,CHN0455179,186573189,Pending,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,10-Aug,,40HCx1,1,,,,1,1.125,,,,,,,,,,,Yes,,,Newell Brands Distribution,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NEW,CMDU,89-0000,COSCO EUROPE,092E,CHN0455291,186573282,Pending,N,CNSHA,CNSHA,USLGB,USKCK,CYP/RR,10-Aug,,40HCx1,1,,,,1,1.125,,,,,,,,,,,Yes,,,Newell Brands Distribution,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,BBY,HDMU,CA235001,SEASPAN YANGTZE,0026E,HKGM98133100,186732393,Pending,N,CNNSA,CNYTN,CAVAN,CATOR,CYP/CYP,10-Aug,,40HCx1,1,,,,4,1.125,,,,,,,,,,,Yes,,,Best Buy,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,BBY,HDMU,CA235001,SEASPAN YANGTZE,0026E,HKGM25396000,186732396,Pending,N,CNNSA,CNYTN,CAVAN,CATOR,CYP/CYP,10-Aug,,40HCx1,1,,,,4,1.125,,,,,,,,,,,Yes,,,Best Buy,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,BBY,HDMU,CA235001,SEASPAN YANGTZE,0026E,HKGM50803100,186732437,Pending,N,CNNSA,CNYTN,CAVAN,CATOR,CYP/CYP,10-Aug,,40HCx2,2,,,,4,2.25,,,,,,,,,,,Yes,,,Best Buy,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,BBY,HDMU,CA235001,SEASPAN YANGTZE,0026E,HKGM48288100,186732550,Pending,N,CNNSA,CNYTN,CAVAN,CAVAN,CYP/CYP,10-Aug,,40HCx1,1,,,,5,1.125,,,,,,,,,,,Yes,,,Best Buy,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,32,BBY,HDMU,CA235001,SEASPAN YANGTZE,0026E,HKGM72461000,186732959,Pending,N,CNNSA,CNYTN,CAVAN,CAMTR,CYP/CYP,10-Aug,,40HCx1,1,,,,4,1.125,,,,,,,,,,,Yes,,,Best Buy,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NEW,MSCU,25-970GA,MAERSK ALGOL,331N,177UVDNWN937E6A,186891073,Pending,N," - , ",CNNGB,USLAX,USLAX,CYP/CYP,10-Aug,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Newell Brands Distribution,Ningbo,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NEW,YMLU,Y25-500,YM TROPHY,008E,YMCES73035,186891270,Pending,N," - , ",CNNGB,USLGB,USLGB,CYP/CYP,10-Aug,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Newell Brands Distribution,Ningbo,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,32,NEW,CMDU,89-0000,COSCO PACIFIC,084E,CHN0470742,186892652,Pending,N,CNSHA,CNSHA,USLGB,USKCK,CYP/RR,10-Aug,,40HCx5,5,,,,3,5.625,,,,,,,,,,,Yes,,,Newell Brands Distribution,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > EU,AP,EU,CN,CN N.,33,NEW,CMDU,89-0000,COSCO SHIPPING ARIES,026W,QGD0328393,185708746,Confirmed,N,CNTAO,CNTAO,DEHAM,DEHAM,CYP/CYP,11-Aug,11-Aug,20GPx2,2,20GPx2,2,06-Jul,1,1,1,,,,,,,11-Aug,,06-Jul,Yes,,,Newell Brands Distribution,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,33,BBY,EGLV,SC50089,APL PARIS,0TXF7E1MA,147300595542,185957094,Confirmed,N,CNNSA,CNNSA,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,40HCx6,6,40HCx6,6,20-Jul,2,6.75,6.75,,,,,,,11-Aug,27-Aug,12-Jul,Yes,,,Best Buy,S.China,Direct,Yes,,,-8,,,,,,
AP > NA,AP,NA,CN,CN S.,33,CTI,EGLV,D900070,OOCL SAN FRANCISCO,174E,149304118494,186171008,Pending,N,CNYTN,CNYTN,CAVAN,CAVAN,CYP/CYP,11-Aug,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Canadian Tire,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,33,COS,MSCU,25-001WW,MAERSK EMDEN,331N,181AY0232732317P1,186274965,Confirmed,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,40GPx1,1,40GPx1,1,01-Aug,3,1,1,,,,,,,11-Aug,,18-Jul,Yes,,,Costco,S.China,Direct,Yes,,,-14,,,,,,
AP > NA,AP,NA,CN,CN S.,33,LEN,MSCU,25-001WW,MAERSK EMDEN,331N,181AY0232732334P1,186275118,Confirmed,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,40HCx1,1,40HCx1,1,01-Aug,3,1.125,1.125,,,,,,,11-Aug,,18-Jul,Yes,,,Lenovo,S.China,Direct,Yes,,,-14,,,,,,
AP > NA,AP,NA,CN,CN N.,33,WAL,MAEU,90-0090,MAERSK SHAMS,332N,220121818,186377314,Confirmed,N,CNTAO,CNTAO,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,45HCx2,2,45HCx2,2,28-Jul,2,2.53,2.53,,,,,,,11-Aug,11-Sep,21-Jul,Yes,,,Walmart,Qingdao,Bkg Agnt,Yes,,,-7,,,,,,
AP > NA,AP,NA,CN,CN N.,33,WAL,MAEU,90-0090,MAERSK SHAMS,332N,220121819,186378287,Confirmed,N,CNTAO,CNTAO,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,45HCx3,3,45HCx3,3,28-Jul,2,3.795,3.795,,,,,,,11-Aug,11-Sep,21-Jul,Yes,,,Walmart,Qingdao,Bkg Agnt,Yes,,,-7,,,,,,
AP > NA,AP,NA,CN,CN S.,33,BBY,MSCU,25-970GA,MAERSK EMDEN,331N,181AY0232735188P1,186385751,Confirmed,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,"40GPx3, 40HCx6",9,"40GPx3, 40HCx6",9,01-Aug,3,9.75,9.75,,,,,,,11-Aug,,20-Jul,Yes,,,Best Buy,S.China,Direct,Yes,,,-12,,,,,,
AP > NA,AP,NA,CN,CN S.,33,BBY,MSCU,25-970GA,MAERSK EMDEN,331N,181AY0232735209P1,186385949,Confirmed,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,40HCx1,1,40HCx1,1,01-Aug,2,1.125,1.125,,,,,,,11-Aug,,20-Jul,Yes,,,Best Buy,S.China,Direct,Yes,,,-12,,,,,,
AP > NA,AP,NA,CN,CN S.,33,NEW,CMDU,89-0000,APL PARIS,0TXF7E1MA,GGZ1946557,186397390,Confirmed,N,CNNSA,CNNSA,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,40HCx1,1,40HCx1,1,19-Jul,1,1.125,1.125,,,,,,,11-Aug,27-Aug,19-Jul,Yes,,,Newell Brands Distribution,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,33,CTI,EGLV,D900070,OOCL SAN FRANCISCO,174E,149304248169,186397982,Pending,N,CNYTN,CNYTN,CAVAN,CAVAN,CYP/CYP,11-Aug,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Canadian Tire,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,33,CTI,EGLV,D900070,OOCL SAN FRANCISCO,174E,149304248258,186398045,Pending,N,CNYTN,CNYTN,CAVAN,CAVAN,CYP/CYP,11-Aug,,40HCx1,1,,,,,1.125,,,,,,,,,,,No,,,Canadian Tire,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,33,CTI,EGLV,D900070,OOCL SAN FRANCISCO,174E,149304248240,186398047,Pending,N,CNYTN,CNYTN,CAVAN,CAVAN,CYP/CYP,11-Aug,,40GPx1,1,,,,,1,,,,,,,,,,,No,,,Canadian Tire,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,33,CTI,EGLV,D900070,OOCL SAN FRANCISCO,174E,149304248266,186398056,Pending,N,CNYTN,CNYTN,CAVAN,CAVAN,CYP/CYP,11-Aug,,40GPx1,1,,,,,1,,,,,,,,,,,No,,,Canadian Tire,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,33,NEW,MSCU,25-970GA,NORTHERN JAVELIN,UK332A,177USYSYS00712,186399010,Confirmed,N,CNSHA,CNSHA,CAVAN,CABRP,CYP/D,11-Aug,11-Aug,40HCx2,2,40HCx2,2,21-Jul,1,2.25,2.25,,,,,,,11-Aug,,21-Jul,Yes,,,Newell Brands Distribution,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN N.,33,TES,EGLV,D900070,EVER LEGEND,1077-058E,140357090264,186401130,Confirmed,N,CNTAO,CNTAO,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,40HCx4,4,40HCx4,4,20-Jul,1,4.5,4.5,,,,,,,11-Aug,29-Aug,20-Jul,Yes,,,Tesla,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN N.,33,TES,EGLV,D900070,EVER LEGEND,1077-058E,140357090272,186401341,Confirmed,N,CNTAO,CNTAO,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,40HCx5,5,40HCx5,5,20-Jul,1,5.625,5.625,,,,,,,11-Aug,29-Aug,20-Jul,Yes,,,Tesla,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN N.,33,COS,EGLV,D900070,EVER LEGEND,1077-058E,140357090281,186401516,Confirmed,N,CNTAO,CNTAO,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,40HCx3,3,40HCx3,3,20-Jul,1,3.375,3.375,,,,,,,11-Aug,29-Aug,20-Jul,Yes,,,Costco,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,33,NEW,CMDU,89-0000,CMA CGM NABUCCO,0PGFTE1MA,SGN1896712,186423674,Confirmed,N,VNSGN,VNVUT,CAVAN,CABLT,CYP/D,11-Aug,13-Aug,20GPx1,1,20GPx1,1,03-Aug,2,0.5,0.5,,,,,,,13-Aug,13-Sep,20-Jul,Yes,,,Newell Brands Distribution,Vietnam,Direct,Yes,,,-14,,,,,,
AP > NA,AP,NA,CN,CN N.,33,HOD,MSCU,25-001WW,MAERSK SHAMS,332N,177OZCZCQ21624VFB,186444207,Confirmed,N,CNTAO,CNTAO,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,40HCx2,2,40HCx2,2,27-Jul,1,2.25,2.25,,,,,,,11-Aug,,27-Jul,Yes,,,Home Depot,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN N.,33,HOD,MSCU,25-001WW,MAERSK SHAMS,332N,177OZCZCQ21625VFB,186444239,Confirmed,N,CNTAO,CNTAO,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,40HCx1,1,40HCx1,1,27-Jul,1,1.125,1.125,,,,,,,11-Aug,,27-Jul,Yes,,,Home Depot,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN N.,33,HOD,MSCU,25-001WW,MAERSK SHAMS,332N,177OZCZCQ21626VFB,186444364,Confirmed,N,CNTAO,CNTAO,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,40HCx3,3,40HCx3,3,27-Jul,1,3.375,3.375,,,,,,,11-Aug,,27-Jul,Yes,,,Home Depot,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN N.,33,COS,MSCU,25-001WW,MAERSK SHAMS,332N,177OZCZCQ21627VFB,186444431,Confirmed,N,CNTAO,CNTAO,USLAX,USLAX,CYP/CYP,11-Aug,11-Aug,"40GPx3, 40HCx2",5,"40GPx3, 40HCx2",5,27-Jul,1,5.25,5.25,,,,,,,11-Aug,01-Sep,27-Jul,Yes,,,Costco,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
